Quantity,Manufacturer Part Number,Manufacturer,Customer Reference,Value,Footprint
1,ESQ-107-12-G-D,Samtec,J1,ESQ-107-12-G-D,PinSocket_2x07_P2.54mm_Vertical
1,61300211121,Wurth Elektronik,JP1,LD SHORT,PinHeader_1x02_P2.54mm_Vertical
1,5253-100-7S,Azimuth Electronics,JZ1,Azimuth 5253-100-7S,Azimuth_5253-100-7S_ButterflyZIF
1,5253-100-7R,Azimuth Electronics,JZ2,Azimuth 5253-100-7R,Azimuth_5253-100-7R_ButterflyZIF
