Quantity,Manufacturer Part Number,Manufacturer,Customer Reference,Value,Footprint
3,1729131,Phoenix Contact,"J1,J2,J3",Screw_Terminal_01x03,"TerminalBlock_Phoenix_MKDS-1,5-3-5.08_1x03_P5.08mm_Horizontal"
1,CRCW08051K00FKEA,Vishay Dale,R1,1k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder
1,SL2210005,Ametherm,TH1,Ametherm SL22 10005,R_Axial_DIN0411_L9.9mm_D3.6mm_P7.62mm_Vertical
